Case,Case Label,Current,Anode Stoichiometry set,Mass  Fraction H2 anode set,Relative Humidity anode inlet set,Temperature anode inlet set,Cathode Stoichiometry set,Relative Humidity cathode inlet set,Temperature cathode inlet set,Pressure (Absolute) cathode outlet set,Volumetric Flow Rate coolant set,Temperature coolant inlet set,Pressure (Absolute) coolant outlet set,factor pressure difference anode2 cathode,Average Pressure (Outlet); Part Cathode_inlet,Average Temperature (Outlet); Part Cathode_inlet,Relative Humidity (Outlet); Part Cathode_inlet,Average Mass Flow Rate (Outlet); Part Cathode_inlet,Total Gaseous Mass Fraction Average (Outlet); Part Cathode_inlet,Average Pressure (Outlet); Part Cathode_outlet,Average Temperature (Outlet); Part Cathode_outlet,Relative Humidity (Outlet); Part Cathode_outlet,Average Mass Flow Rate (Outlet); Part Cathode_outlet,Average Pressure (Outlet); Part An_inlet-1,Average Temperature (Outlet); Part An_inlet-1,Relative Humidity (Outlet); Part An_inlet-1,Average Mass Flow Rate (Outlet); Part An_inlet-1,Average Pressure (Outlet); Part An_outlet,Average Temperature (Outlet); Part An_outlet,Relative Humidity (Outlet); Part An_outlet,Average Mass Flow Rate (Outlet); Part An_outlet,Average Pressure (Outlet); Part Coolant_inlet,Average Temperature (Outlet); Part Coolant_inlet,Average Mass Flow Rate (Outlet); Part Coolant_inlet,Average Pressure (Outlet); Part Coolant_outlet,Average Temperature (Outlet); Part Coolant_outlet,Average Mass Flow Rate (Outlet); Part Coolant_outlet,m_dot_an; Part Anode_lambda,m_dot_cath; Part Cathode_lambda,H2 Anode out; Part RLTCreator-1,N2 Anode out; Part RLTCreator-1,H2Ovap Anode out; Part RLTCreator-1,H2Oliq Anode out; Part RLTCreator-1,O2 Cathode out; Part RLTCreator-1,N2 Cathode out; Part RLTCreator-1,H2Ovap Cathode out; Part RLTCreator-1,H2Oliq Cathode out; Part RLTCreator-1,H2 Anode in; Part RLTCreator-1,N2 Anode in; Part RLTCreator-1,H2Ovap Anode in; Part RLTCreator-1,H2Oliq Anode in; Part RLTCreator-1,O2 Cathode in; Part RLTCreator-1,N2 Cathode in; Part RLTCreator-1,H2Ovap Cathode in; Part RLTCreator-1,H2Oliq Cathode in; Part RLTCreator-1,Output 1; Part Gain-2-1,Output 1; Part Gain-3-1,Output 1; Part Gain-4-1,Output 1; Part Gain-5-1,Output 1; Part Gain-6-1,Output 1; Part Gain-7-1,Output 1; Part Gain-8-1,Output 1; Part Gain-9-1,Output 1; Part Gain-10-1,Output 1; Part Gain-11-1,Voltage; Part SubAssemblyExternal-1,Current; Part SubAssemblyExternal-1,Electrical Power; Part SubAssemblyExternal-1,Fuel Power; Part SubAssemblyExternal-1,Fuel Efficiency; Part SubAssemblyExternal-1,Voltage Loss - Activation; Part SubAssemblyExternal-1,Voltage Loss - Transport; Part SubAssemblyExternal-1,Voltage Loss - Ohmic; Part SubAssemblyExternal-1,Membrane Humidity; Part SubAssemblyExternal-1,Membrane Water Content Average; Part SubAssemblyExternal-1,Water_Content_Vol_1; Part SubAssemblyExternal-1,Water_Content_Vol_2; Part SubAssemblyExternal-1,Water_Content_Vol_3; Part SubAssemblyExternal-1,Water_Content_Vol_4; Part SubAssemblyExternal-1,Water_Content_Vol_5; Part SubAssemblyExternal-1,Mass Rate of Water Crossover (Anode); Part SubAssemblyExternal-1,Mass Rate of Nitrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Hydrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Oxygen Crossover; Part SubAssemblyExternal-1,Cathode Stoichiometric Ratio; Part SubAssemblyExternal-1,Anode Stoichiometric Ratio; Part SubAssemblyExternal-1,T_degC_Vol_1; Part SubAssemblyExternal-1,T_degC_Vol_2; Part SubAssemblyExternal-1,T_degC_Vol_3; Part SubAssemblyExternal-1,T_degC_Vol_4; Part SubAssemblyExternal-1,T_degC_Vol_5; Part SubAssemblyExternal-1
104,--,50.0,1.60831,0.632203,0.819788,52.0427,1.74705,0.526926,77.4487,2.81989,0.427004,78.6632,1.71191,1.0449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,--,50.0,3.64085,0.849349,0.615894,71.397,1.90991,0.953346,64.1696,1.04054,0.446646,51.7575,1.17209,0.912687,1.0784236,337.34802,95.24239,17.637463,1.0,1.0405533,332.40915,69.99853,14.768645,1.0215541,344.5347,61.614338,1.8214251,0.949699,327.5748,100.00003,4.774633,1.3846536,324.9075,1675.8799,1.1720871,332.99887,1672.3456,1.8213112,17.648825,0.3553469,0.008886982,0.07007031,0.5656958,0.09352146,0.767668,0.13881052,0.0,0.7894906,0.010053706,0.20045573,0.0,0.16562168,0.62131166,0.21306665,0.0,98.15092,82.19453,99.9999,100.0,100.0,58.923115,32.169106,40.525703,76.24839,94.4068,343.52637,50.0,17.17632,28.759943,0.6013241,50.677063,0.31792867,17.366991,40.354538,3.91419,13.139965,7.609584,3.239634,2.463792,2.453617,3.1559527,0.00611636,0.0017815701,0.0026211203,1.8437697,2.2186747,54.460262,55.335033,56.417267,57.72336,59.12039
106,--,50.0,3.16587,0.626296,0.709101,68.0759,3.80413,0.326592,54.5201,2.64497,0.470342,61.5508,2.75184,0.992403,2.6781142,327.66797,32.66179,31.139933,1.0,2.6449764,338.54993,84.71535,29.795391,2.6545148,341.22925,70.902145,1.9181169,2.6248782,335.37433,99.99999,2.5255728,2.946764,334.7008,1687.092,2.7518399,338.61337,1685.5453,1.918155,31.141567,0.7385967,0.04760538,0.072258316,0.14153965,0.14994332,0.7711707,0.07887011,1.589512E-5,0.88542885,0.037931077,0.07664009,0.0,0.20651154,0.7747055,0.018782929,0.0,89.67206,100.00008,100.0,100.0,100.0,36.808147,40.291466,45.543003,69.31875,84.64078,382.96432,50.0,19.148216,29.402025,0.65601164,24.151447,0.32511547,12.254685,57.62649,4.7375913,10.09422,7.2499175,3.3172061,3.0289521,3.0071938,1.3255912,0.020133315,0.006029519,0.0113942865,3.6781611,3.2813983,61.966793,62.852108,63.608166,64.48901,65.34324
107,--,50.0,2.07485,0.973679,0.682095,51.5118,3.54777,0.970855,71.3202,2.49779,0.415219,53.2918,1.52078,1.19422,2.531172,344.47037,97.085,31.129805,1.0,2.49779,336.96225,99.786385,28.268446,3.002037,324.6618,68.20946,0.6973582,2.9829106,330.5604,100.0,3.4104254,1.7199318,326.4418,1646.7765,1.5207735,337.18237,1641.3767,0.69735825,31.129862,0.44747427,0.003974946,0.028313272,0.5202375,0.14283912,0.7592171,0.093751445,0.0041923625,0.96788216,0.0018784624,0.030239355,0.0,0.18380345,0.6895186,0.12667796,0.0,98.27566,99.57914,100.0,100.0,100.0,82.16266,55.963005,59.10595,93.28899,99.99994,382.0183,50.0,19.100916,29.63758,0.64484733,29.701487,0.4185115,9.865498,67.28602,7.5830574,13.873906,13.8939705,3.9833958,3.1188653,3.0399568,2.9796324,0.019700456,0.007884279,0.01226085,3.3920674,2.1606574,56.626156,57.733818,59.52568,61.381332,63.463634
108,--,50.0,2.71052,0.889264,0.66061,84.0797,3.68897,0.454922,69.5676,1.36081,0.456135,82.3044,1.68473,1.03884,1.4343785,342.71884,45.49035,31.68354,1.0,1.3608135,348.03827,81.97868,33.04353,1.4275261,357.22977,66.06088,1.8962202,1.4136605,344.7129,62.141693,0.59525573,1.8475084,355.4544,1651.8733,1.6847397,346.8207,1660.2571,1.8962204,31.683977,0.8339944,0.020398693,0.14560692,0.0,0.12411722,0.6444823,0.23140046,0.0,0.73514754,0.006572431,0.25828004,0.0,0.19002363,0.7128529,0.097123444,0.0,84.691986,72.1323,60.204323,49.8336,41.338364,36.962204,46.057854,57.06566,69.20833,81.77688,373.56915,50.0,18.678457,29.079716,0.6421196,22.439829,0.4163397,10.6100445,61.272602,4.968261,8.333016,5.6060424,4.128783,3.43386,3.098618,-1.0953802,0.01347175,0.0038749177,0.0071669016,3.5955842,1.834319,80.32844,79.49351,77.9803,76.463234,75.20595
109,--,50.0,2.83921,0.964295,0.931669,52.7769,2.57473,0.507456,73.633,2.87148,0.415184,61.9421,2.6112,0.801152,2.8917842,346.77893,50.75218,21.677713,1.0,2.8714721,340.07492,84.98488,20.176863,2.3232462,325.9209,93.18808,1.0865436,2.3004892,336.66342,100.00001,2.9828472,2.7954922,335.0921,1638.3945,2.611198,339.7839,1636.563,1.0865055,21.674463,0.61739755,0.005004256,0.07053319,0.30706504,0.12656173,0.7906977,0.08274058,0.0,0.94070935,0.0025007369,0.056789912,0.0,0.19700375,0.7390381,0.06395817,0.0,93.232414,100.0,100.0,100.0,100.00002,43.924084,49.86386,65.88166,58.906223,91.15793,385.06198,50.0,19.2531,29.481907,0.649304,23.139816,0.3225852,9.921702,65.54928,6.880878,11.569807,3.6096637,3.952909,3.4692533,2.8075817,1.8265098,0.026425613,0.0063619963,0.014041374,2.492601,2.808674,63.524494,64.08041,64.97499,65.92403,66.790344
110,--,50.0,1.5347,0.617597,0.760395,61.4352,3.31028,0.5525,50.1621,1.74858,0.473325,58.7814,2.14908,0.836859,1.7930025,323.2948,55.287033,27.412294,1.0,1.7485754,342.75314,92.64328,26.127224,1.4721134,334.61438,75.961365,0.86211854,1.4633151,338.32706,50.067814,0.3278807,2.3393257,331.9314,1692.5164,2.1490726,340.35184,1687.7015,0.86230946,27.408466,0.74645007,0.1671735,0.08637643,0.0,0.13284597,0.7210516,0.14610247,0.0,0.85223025,0.03788493,0.10988481,0.0,0.2023876,0.759235,0.03837739,0.0,67.783,100.0,100.0,98.16753,60.478043,54.601963,85.9857,50.48566,40.60613,63.94377,373.4254,50.0,18.67127,29.07635,0.6452018,29.545115,0.35461664,9.096904,71.36367,6.964834,4.999875,2.869657,2.8530204,12.580223,4.157459,0.9254757,0.014716929,0.0035904094,0.009202135,3.2420166,1.2748708,61.735367,64.0749,66.14899,68.057465,69.42973
111,--,50.0,3.17484,0.831502,0.383355,73.4863,1.92147,0.26912,57.8886,2.82994,0.436749,75.9215,1.6146,1.26489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,--,50.0,2.53729,0.866738,0.922478,50.75,2.92332,0.87763,50.4266,1.1492,0.466535,57.1267,2.02663,0.824777,1.2118315,323.57535,87.76722,24.981306,1.0,1.1492018,342.4978,82.897255,25.359365,0.95865726,323.89993,92.248,1.0064119,0.94783366,335.34473,76.780785,0.59464514,2.217336,330.2767,1688.2054,2.0266197,339.9553,1682.4586,1.0064116,24.980953,0.7967135,0.024588812,0.17869772,0.0,0.11548435,0.66555065,0.21896501,0.0,0.86707157,0.0095712105,0.12335724,0.0,0.19123456,0.7173956,0.09136985,0.0,82.11425,96.26561,98.120865,92.10927,80.697296,75.69464,87.49084,94.50738,94.58273,84.39369,362.38617,50.0,18.119308,28.925705,0.6265154,39.034172,0.4403465,6.0374436,89.45495,10.12992,8.006017,12.440782,13.087328,10.659011,7.294224,-0.18414372,0.011296944,0.0026260945,0.0068872003,2.8614075,1.6418831,60.83742,63.43896,65.74458,67.719055,69.194016
113,--,50.0,3.41234,0.863203,0.389259,81.6938,1.61319,0.75866,75.8201,2.19166,0.43063,56.7517,2.01657,0.962776,2.2069595,348.9698,75.86671,14.2380495,1.0,2.19166,338.68692,94.56774,11.802976,2.142671,354.8438,38.925903,1.665104,2.1100776,332.49704,100.00001,4.042075,2.2114491,329.9017,1657.0399,2.0165656,338.47446,1652.963,1.6651039,14.237999,0.591357,0.011019465,0.06072048,0.33690304,0.07786088,0.8117744,0.11036478,0.0,0.89756906,0.010212332,0.09221861,0.0,0.18156844,0.68113416,0.13729738,0.0,97.81337,100.0,100.0,100.0,100.0,54.18343,41.22321,49.092274,67.59576,95.68057,369.69202,50.0,18.484602,29.20921,0.6330803,34.127537,0.37864086,13.232304,57.042862,5.5639696,13.339719,5.2667956,3.44552,3.00008,2.808867,2.6085184,0.017442524,0.005006922,0.0067513967,1.5615057,3.2838392,59.163433,60.22413,61.805347,63.493736,65.04337
114,--,50.0,1.59559,0.949183,0.706268,50.256,1.92365,0.432845,76.6428,2.27976,0.458963,54.7552,1.04485,0.915132,2.2972472,349.79257,43.284798,16.326242,1.0,2.27976,335.6111,87.359245,14.320567,2.1028957,323.4061,70.62653,0.54255354,2.0862813,330.30685,99.99992,2.4547276,1.2515153,327.9052,1683.8687,1.0448457,336.0498,1679.7633,0.5425539,16.326202,0.33495244,0.0067006974,0.03114265,0.6272042,0.10131398,0.8133133,0.085372716,0.0,0.95431703,0.0036681339,0.04201481,0.0,0.1940761,0.72805536,0.077868536,0.0,92.75537,100.0,100.0,100.0,100.00003,34.10459,22.94686,25.276495,46.069614,88.30611,367.5065,50.0,18.375326,29.112692,0.6313604,34.356007,0.37295932,16.710222,40.406784,4.2819953,11.232602,3.447664,2.597352,2.1685047,2.001455,2.1886716,0.014861629,0.0042276317,0.006549586,1.8759407,1.5073694,56.709187,57.470097,58.943584,60.518867,62.059235
115,--,50.0,1.60481,0.706783,0.897535,75.4905,2.40206,0.812082,55.1706,1.88162,0.478501,76.1052,2.15945,1.09259,1.9155799,328.31973,81.21077,20.245163,1.0,1.8816204,351.68405,99.70025,21.03847,2.0664065,348.64053,89.753395,1.212874,2.0558374,338.56778,99.99998,0.47817332,2.3261774,349.2552,1678.4318,2.1594508,349.07306,1680.4868,1.2128742,20.244972,0.78334045,0.081166245,0.121969,0.01352429,0.09873646,0.65297663,0.23348548,0.014801444,0.8049118,0.023974234,0.171114,0.0,0.19628507,0.736342,0.067372926,0.0,99.24959,99.78248,90.323814,73.41787,55.46404,51.42883,69.69034,87.06874,100.0,100.000046,382.74152,50.0,19.137075,29.572744,0.64709955,20.046463,0.5555108,6.834649,83.57574,9.514107,13.906396,13.978064,10.096317,5.8269253,3.7656052,-0.55914474,0.021603944,0.0073297294,0.012371772,2.3066738,1.478465,76.16879,77.12823,77.61232,77.91573,78.60383
116,--,50.0,2.18956,0.908675,0.467267,57.8522,3.03469,0.81209,68.1619,2.08763,0.456325,77.3844,2.00913,1.18692,2.1283689,341.31067,81.21232,26.307375,1.0,2.0876307,351.52048,99.68935,26.34394,2.4910262,331.0023,46.726562,0.7603854,2.4778469,345.18512,99.91737,0.7864407,2.1712823,350.5344,1657.7394,2.0091314,348.97534,1661.046,0.7603859,26.30702,0.84593725,0.017192513,0.13687022,0.0,0.11604768,0.6679724,0.21146469,0.00451526,0.9592265,0.006921428,0.033852078,0.0,0.18733376,0.7027622,0.10990405,0.0,96.47689,99.16398,99.04322,87.7497,74.89875,70.98035,85.17323,96.9412,100.000046,100.00001,389.45358,50.0,19.47268,30.030405,0.64839023,16.896456,0.4607796,5.196258,91.96233,11.247014,13.1421795,13.843286,13.731487,9.413373,6.087915,0.21408781,0.027679428,0.010543605,0.01714847,2.8641465,2.0585678,77.68252,78.41129,78.7638,79.359795,78.50045
117,--,50.0,3.97945,0.844786,0.891668,58.3413,2.41718,0.828135,63.0138,1.4125,0.465915,64.6282,2.46435,1.05545,1.4540637,336.2071,82.68986,21.181297,1.0,1.4125041,341.53027,87.79468,20.632364,1.5227264,331.47583,89.21682,1.8141799,1.4908236,339.28473,99.99998,3.2961957,2.650243,337.7782,1680.0321,2.4643488,340.9869,1679.2758,1.8139981,21.189413,0.64840853,0.013425977,0.14194214,0.19622332,0.10936744,0.71431386,0.17631868,0.0,0.8800695,0.011608994,0.10832153,0.0,0.18301658,0.68656677,0.13041666,0.0,86.09431,96.32114,94.29608,82.76433,100.0,55.5468,77.90624,91.124306,95.16986,87.9746,368.2308,50.0,18.411541,29.105745,0.6328804,34.0227,0.416524,8.951551,72.33534,7.0985255,9.162159,12.586461,11.59123,7.7858872,3.4660552,0.99779403,0.013253853,0.004139726,0.0067875376,2.3391972,3.2254665,65.8619,66.485435,67.21419,67.82679,68.37779
118,--,50.0,2.96037,0.873335,0.284555,65.2941,2.32839,0.558084,50.5626,1.41097,0.425346,72.7269,1.08539,0.906475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,--,50.0,1.59889,0.822655,0.742778,54.6794,3.20245,0.259563,74.1208,1.24256,0.468785,67.2764,1.74288,0.840216,1.3071215,347.2707,25.956404,27.082388,1.0,1.2425619,343.94965,75.89535,27.561045,1.049175,327.8294,74.27782,0.6534228,1.0440189,340.30167,49.12838,0.185876,1.9235198,340.4264,1679.7389,1.7428808,342.26364,1679.9548,0.6534227,27.08236,0.74695307,0.12296234,0.13008457,0.0,0.12355237,0.6791767,0.19727093,0.0,0.8765412,0.0135664735,0.109892316,0.0,0.19491807,0.73121387,0.07386807,0.0,76.028725,79.35219,71.96695,61.14239,49.38396,45.604935,57.59795,68.651924,76.87655,76.57532,364.7739,50.0,18.238695,28.881447,0.63151056,32.30987,0.41711378,9.987307,67.432304,5.360837,6.506542,7.0613484,5.5971193,4.2271705,3.4280314,-0.25758898,0.0108174225,0.0023899546,0.00583275,3.1454797,1.114708,68.45714,68.96328,69.659485,70.30996,70.81907
120,--,50.0,2.10612,0.639181,0.980001,69.8819,1.84431,0.30561,74.6496,2.35578,0.419164,75.0579,1.56652,0.952393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121,--,50.0,1.63401,0.807254,0.468296,62.7011,3.57769,0.293599,50.8312,2.35002,0.453428,52.0098,1.13557,0.822506,2.3832388,323.98102,29.36011,29.234673,1.0,2.3500202,331.34665,77.5361,28.056343,1.9475163,335.85135,46.82917,0.66013503,1.9329056,326.54562,100.0,1.7584993,1.3528054,325.1598,1681.6162,1.1355658,332.5525,1677.6523,0.66013634,29.234613,0.42521748,0.023866603,0.03661067,0.51430523,0.15056306,0.78916764,0.060269292,0.0,0.92977375,0.015938442,0.05428779,0.0,0.2071275,0.7770162,0.01585629,0.0,87.107445,100.0,100.0,100.0,99.99994,19.3784,21.409807,30.349924,39.745747,77.841995,368.4626,50.0,18.42313,29.033148,0.6347615,34.74491,0.33642596,16.972755,39.289215,3.862522,9.123331,3.288486,2.7712219,2.2656317,1.8704967,1.3661809,0.013209906,0.003458595,0.007389547,3.510419,1.5383689,52.897804,53.892532,55.08672,56.480072,57.99714
122,--,50.0,3.04292,0.666119,0.584691,55.7213,3.81722,0.669886,75.2705,1.21973,0.464847,51.8056,2.01161,1.10774,1.2947997,348.41943,66.99088,35.2414,1.0,1.219733,337.1523,71.65443,31.39139,1.3847107,328.8717,58.46824,1.3911531,1.3511446,330.3044,100.00001,5.16167,2.2179267,324.9556,1691.8661,2.0116014,337.35468,1685.2416,1.3911574,35.24101,0.42957756,0.025578324,0.067193925,0.4776502,0.14004996,0.71951693,0.1404331,0.0,0.89876944,0.032343097,0.06888746,0.0,0.16795962,0.63008213,0.20195824,0.0,72.54322,81.521774,75.90271,100.0,100.00005,77.61561,56.027813,70.92844,77.962135,73.115204,360.89554,50.0,18.044777,28.928364,0.6239038,41.44382,0.2280854,11.316175,62.803246,5.203224,5.9205503,7.5858426,6.299504,3.3276289,3.0108583,4.0365186,0.008606302,0.0028908036,0.0049621603,3.705133,2.638301,56.872402,57.73541,59.379253,61.50836,63.753025
123,--,50.0,1.63117,0.794907,0.570954,67.2469,2.31367,0.84816,61.3779,2.82832,0.443232,67.4442,2.39517,0.805227,2.8467324,334.52704,84.818535,19.465658,1.0,2.8283203,344.6427,64.26222,18.235146,2.295875,340.40192,57.085747,0.76142806,2.2774577,342.02988,100.00009,2.5248997,2.5717118,340.5942,1657.2621,2.3951695,343.40906,1657.0416,0.7615237,19.46748,0.36465296,0.021814298,0.05800392,0.5555288,0.11777321,0.8012158,0.08101096,0.0,0.9142511,0.01693532,0.06881362,0.0,0.19713704,0.73953813,0.06332482,0.0,87.9174,73.81058,100.0,100.0,99.999954,28.033953,0.011455427,16.655298,63.521706,83.69711,379.36728,50.0,18.968363,29.305376,0.63971394,19.824001,0.38800266,16.39145,38.624115,3.7095857,9.366852,5.6661286,2.6985748,1.0290948,1.9380463,1.6573576,0.02212787,0.0053444225,0.010436243,2.241989,1.6129568,68.53435,69.314735,69.95823,70.791084,71.48957
124,--,50.0,2.42939,0.68712,0.465058,61.9034,3.6009,0.298577,70.1336,2.9967,0.480454,77.0517,1.43192,0.993013,3.0282342,343.27832,29.86289,29.703547,1.0,2.9966965,352.01965,77.911934,30.240265,2.9913383,335.04684,46.51657,1.0989453,2.9757595,347.52368,100.0,1.6217477,1.5974064,350.2017,1679.0397,1.4319209,349.55145,1681.4135,1.0988947,29.698994,0.751009,0.045959536,0.11022546,0.09280599,0.14014728,0.7371781,0.12267465,0.0,0.9355665,0.030585337,0.033848196,0.0,0.20395178,0.76510286,0.030945364,0.0,83.97897,97.02524,91.79062,76.38189,54.728962,47.534626,70.51848,87.10115,94.67894,87.086655,397.21713,50.0,19.860857,30.129995,0.65637666,10.9531975,0.25249082,6.7450666,79.653755,7.681627,8.695878,12.86192,10.608391,6.3356433,3.6721623,-0.018196825,0.03758315,0.010704574,0.022460867,3.3964806,2.4229894,77.2671,77.98618,78.491585,78.86734,78.97078
125,--,50.0,3.65032,0.811453,0.92846,51.5375,2.81015,0.567294,57.4492,1.39914,0.423032,67.8865,2.18277,1.08544,1.4491197,330.59915,56.729477,23.697628,1.0,1.3991408,343.9619,84.79722,23.870792,1.5426311,324.6875,92.84599,1.5406506,1.5186825,341.77277,62.91356,1.3668686,2.3569984,341.0365,1639.173,2.1827703,342.34747,1639.7421,1.5406505,23.69762,0.855569,0.022683656,0.12174733,3.2738281E-16,0.11633693,0.6878161,0.195847,0.0,0.904701,0.015092277,0.08020671,0.0,0.19587496,0.73480356,0.06932147,0.0,81.78694,94.81452,92.601395,80.54503,63.129223,57.278656,75.83216,89.29164,93.86665,85.257645,371.83548,50.0,18.591774,29.186123,0.6370099,31.301847,0.42503726,7.087531,82.61245,8.491459,8.068132,11.953335,10.8930025,7.2189302,4.3541813,0.046195902,0.014337306,0.004640665,0.008130461,2.7321754,3.0352907,68.34384,69.25701,69.89881,70.46169,70.83209
126,--,50.0,2.31446,0.934815,0.443161,75.9869,2.06202,0.5046,60.7176,2.70738,0.419784,78.3057,2.00759,1.15351,2.7325165,333.86615,50.462616,17.07875,1.0,2.7073803,351.8852,99.86079,17.339775,3.1369061,349.13702,44.315907,1.0251054,3.12299,351.78827,69.8372,0.85617685,2.1642163,351.4557,1625.0297,2.0075924,348.72366,1629.5117,1.0251063,17.078487,0.88591194,0.01377177,0.10031627,0.0,0.08865803,0.6904703,0.15612715,0.06474452,0.9384836,0.0046983147,0.05681808,0.0,0.20245087,0.75947237,0.03807676,0.0,92.62894,97.26321,99.15185,96.52723,69.41149,63.2219,93.10556,100.00002,100.000015,99.99999,393.7678,50.0,19.68839,30.488361,0.64569676,14.33523,0.6881633,5.417794,91.510506,11.265386,11.66753,13.068984,13.83245,12.640794,5.13207,0.0323248,0.039220247,0.014010638,0.019935641,1.9248276,2.463932,78.48144,79.23899,80.03648,80.20395,79.117035
127,--,50.0,1.80178,0.779723,0.863899,84.6477,3.3678,0.60961,55.2506,1.24875,0.460534,67.3367,2.53126,1.24665,1.3166317,328.40048,60.96129,28.483725,1.0,1.2487527,343.96194,89.065,29.936113,1.5642743,357.7977,86.389915,1.6792108,1.5567542,342.8471,46.744617,0.24214749,2.7109833,340.4867,1672.4741,2.5312607,342.29846,1672.6715,1.6792107,28.483692,0.80141264,0.10623,0.09235738,0.0,0.120423436,0.64910096,0.23047563,0.0,0.67118806,0.013613395,0.31519854,0.0,0.19491895,0.73121715,0.073863894,0.0,95.48762,77.38964,66.98504,57.686676,48.94999,45.6779,54.630337,63.977905,74.02013,89.95326,368.24625,50.0,18.412312,29.081038,0.63314915,32.22501,0.46175018,9.812185,68.81348,6.092561,11.672814,6.568433,4.879526,3.9438026,3.4169605,-1.2299778,0.01060265,0.004010736,0.006176432,3.2855375,1.2629685,67.791275,68.83765,69.5412,70.20846,70.834496
128,--,50.0,3.95655,0.95177,0.558388,84.746,3.8514,0.681431,75.9759,2.54151,0.459987,58.623,2.52802,1.2166,2.5774617,349.12576,68.14342,33.332157,1.0,2.54151,338.48502,70.88709,30.410952,3.1379247,357.89618,55.838524,2.426373,3.0920007,334.16254,100.0,5.2835317,2.7244818,331.773,1680.9735,2.528018,338.1232,1678.5859,2.4263752,33.332104,0.65612173,0.0039850203,0.04783654,0.2920567,0.15155108,0.7778682,0.07058071,0.0,0.89479274,0.0032553757,0.1019519,0.0,0.18809636,0.705623,0.106280684,0.0,100.0,100.0,100.0,100.0,100.0,72.730965,58.629326,57.398468,61.463043,70.74354,382.17642,50.0,19.10882,29.485847,0.6482193,25.755093,0.22591957,13.240815,55.944016,4.0480733,5.7110457,4.162867,3.6259058,3.3847005,3.3298867,3.1118927,0.018771619,0.00690648,0.00998083,3.70594,4.6657143,61.162483,61.545296,62.564774,63.740005,65.22465
