Case,Case Label,Current,Anode Stoichiometry set,Mass  Fraction H2 anode set,Relative Humidity anode inlet set,Temperature anode inlet set,Cathode Stoichiometry set,Relative Humidity cathode inlet set,Temperature cathode inlet set,Pressure (Absolute) cathode outlet set,Volumetric Flow Rate coolant set,Temperature coolant inlet set,Pressure (Absolute) coolant outlet set,factor pressure difference anode2 cathode,Average Pressure (Outlet); Part Cathode_inlet,Average Temperature (Outlet); Part Cathode_inlet,Relative Humidity (Outlet); Part Cathode_inlet,Average Mass Flow Rate (Outlet); Part Cathode_inlet,Total Gaseous Mass Fraction Average (Outlet); Part Cathode_inlet,Average Pressure (Outlet); Part Cathode_outlet,Average Temperature (Outlet); Part Cathode_outlet,Relative Humidity (Outlet); Part Cathode_outlet,Average Mass Flow Rate (Outlet); Part Cathode_outlet,Average Pressure (Outlet); Part An_inlet-1,Average Temperature (Outlet); Part An_inlet-1,Relative Humidity (Outlet); Part An_inlet-1,Average Mass Flow Rate (Outlet); Part An_inlet-1,Average Pressure (Outlet); Part An_outlet,Average Temperature (Outlet); Part An_outlet,Relative Humidity (Outlet); Part An_outlet,Average Mass Flow Rate (Outlet); Part An_outlet,Average Pressure (Outlet); Part Coolant_inlet,Average Temperature (Outlet); Part Coolant_inlet,Average Mass Flow Rate (Outlet); Part Coolant_inlet,Average Pressure (Outlet); Part Coolant_outlet,Average Temperature (Outlet); Part Coolant_outlet,Average Mass Flow Rate (Outlet); Part Coolant_outlet,m_dot_an; Part Anode_lambda,m_dot_cath; Part Cathode_lambda,H2 Anode out; Part RLTCreator-1,N2 Anode out; Part RLTCreator-1,H2Ovap Anode out; Part RLTCreator-1,H2Oliq Anode out; Part RLTCreator-1,O2 Cathode out; Part RLTCreator-1,N2 Cathode out; Part RLTCreator-1,H2Ovap Cathode out; Part RLTCreator-1,H2Oliq Cathode out; Part RLTCreator-1,H2 Anode in; Part RLTCreator-1,N2 Anode in; Part RLTCreator-1,H2Ovap Anode in; Part RLTCreator-1,H2Oliq Anode in; Part RLTCreator-1,O2 Cathode in; Part RLTCreator-1,N2 Cathode in; Part RLTCreator-1,H2Ovap Cathode in; Part RLTCreator-1,H2Oliq Cathode in; Part RLTCreator-1,Output 1; Part Gain-2-1,Output 1; Part Gain-3-1,Output 1; Part Gain-4-1,Output 1; Part Gain-5-1,Output 1; Part Gain-6-1,Output 1; Part Gain-7-1,Output 1; Part Gain-8-1,Output 1; Part Gain-9-1,Output 1; Part Gain-10-1,Output 1; Part Gain-11-1,Voltage; Part SubAssemblyExternal-1,Current; Part SubAssemblyExternal-1,Electrical Power; Part SubAssemblyExternal-1,Fuel Power; Part SubAssemblyExternal-1,Fuel Efficiency; Part SubAssemblyExternal-1,Voltage Loss - Activation; Part SubAssemblyExternal-1,Voltage Loss - Transport; Part SubAssemblyExternal-1,Voltage Loss - Ohmic; Part SubAssemblyExternal-1,Membrane Humidity; Part SubAssemblyExternal-1,Membrane Water Content Average; Part SubAssemblyExternal-1,Water_Content_Vol_1; Part SubAssemblyExternal-1,Water_Content_Vol_2; Part SubAssemblyExternal-1,Water_Content_Vol_3; Part SubAssemblyExternal-1,Water_Content_Vol_4; Part SubAssemblyExternal-1,Water_Content_Vol_5; Part SubAssemblyExternal-1,Mass Rate of Water Crossover (Anode); Part SubAssemblyExternal-1,Mass Rate of Nitrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Hydrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Oxygen Crossover; Part SubAssemblyExternal-1,Cathode Stoichiometric Ratio; Part SubAssemblyExternal-1,Anode Stoichiometric Ratio; Part SubAssemblyExternal-1,T_degC_Vol_1; Part SubAssemblyExternal-1,T_degC_Vol_2; Part SubAssemblyExternal-1,T_degC_Vol_3; Part SubAssemblyExternal-1,T_degC_Vol_4; Part SubAssemblyExternal-1,T_degC_Vol_5; Part SubAssemblyExternal-1
10,--,250.0,3.2857,0.85309,0.985317,52.6329,1.91777,0.34823,74.1372,2.1445,0.445025,61.7222,1.53011,1.08631,2.2716854,347.28687,34.823425,80.45326,1.0,2.14452,346.65457,83.91928,75.09007,2.4644914,325.7828,98.53208,6.9579844,2.3295875,338.07648,99.99993,12.304193,2.005138,334.8722,3223.5967,1.5301065,343.53973,3220.6287,6.9579787,80.453156,0.73660403,0.013331173,0.08991165,0.16015314,0.096260406,0.76173127,0.14200833,0.0,0.9322614,0.011526239,0.05621238,0.0,0.19845521,0.74448305,0.057061724,0.0,78.31838,97.30672,100.00001,100.000015,100.00001,54.056763,57.352413,66.14989,89.26394,85.54066,321.50436,250.0,80.37609,143.57439,0.55980426,51.905087,2.5456889,39.110508,73.22896,7.171569,8.64836,13.946961,5.9150124,3.9399805,3.4932775,6.500857,0.023109669,0.0074363155,0.009874814,1.9014108,3.3651972,65.40246,66.62613,69.06507,71.85127,73.48599
11,--,250.0,1.94625,0.698739,0.804684,65.8578,3.42402,0.491443,78.724,2.97803,0.451215,61.7601,2.34815,0.833481,3.1796403,351.87308,49.145954,145.04987,1.0,2.9781077,349.0023,65.82672,136.84987,2.5976133,339.00803,80.46775,5.556525,2.4821439,339.46558,99.99996,13.632081,2.8247094,334.9101,3250.625,2.348146,344.74188,3247.8516,5.5565343,145.04933,0.48887274,0.03001993,0.0620319,0.41907543,0.14440677,0.76742,0.08817322,0.0,0.89180005,0.02760507,0.08059486,0.0,0.1958204,0.7345989,0.06958074,0.0,86.809685,100.0,100.000015,100.000015,100.00001,63.318542,53.126835,46.899483,52.40528,67.17095,320.02005,250.0,80.00501,143.57158,0.5574738,40.71623,1.9458698,53.680286,52.773804,4.69763,9.976382,4.5570745,3.17168,2.9395878,2.8565323,9.305851,0.028662601,0.006846796,0.01436694,3.3990211,2.066121,67.35883,67.79054,69.96893,72.60194,75.877686
12,--,250.0,2.18053,0.604285,0.352679,74.48,3.01025,0.840949,55.9177,1.14679,0.478983,63.7351,2.10758,1.15391,1.5643395,329.06213,84.11709,130.52817,1.0,1.1478844,345.40176,62.35021,129.97246,1.4092731,347.63,35.267895,5.8590493,1.3232898,339.62772,99.99996,6.40678,2.6124458,336.8851,3368.1235,2.1075785,343.40335,3366.6277,5.8590493,130.52792,0.65569824,0.06701578,0.18290271,0.09438327,0.123237446,0.69009554,0.186667,0.0,0.8648321,0.040659864,0.09450805,0.0,0.19183135,0.71963435,0.088534266,0.0,64.34062,81.16374,89.01021,88.47566,100.0,56.82933,67.74672,74.296745,74.70668,69.4945,312.25586,250.0,78.063965,143.08722,0.54545915,57.713444,2.2032733,36.970238,77.09342,7.19751,5.1569786,7.8596225,9.7749405,9.308142,3.927734,1.723557,0.013395473,0.003709706,0.0072147613,3.02876,1.8255321,64.8586,67.9535,70.055824,71.701904,72.9243
13,--,250.0,2.17046,0.767471,0.543694,59.7068,3.78736,0.636305,70.6502,2.43797,0.470014,67.5461,2.15611,1.19737,2.7288413,343.79868,63.634663,161.30171,1.0,2.438217,350.1004,70.82889,156.5126,3.0064757,332.8568,54.369373,4.570451,2.9191504,343.93027,99.99995,9.353723,2.6355004,340.6961,3320.9453,2.1561103,346.5618,3321.7034,4.5704513,161.30167,0.65545374,0.02587141,0.08466874,0.23400609,0.14375797,0.7346684,0.12157364,0.0,0.943882,0.020531764,0.035586264,0.0,0.19471624,0.73045677,0.07482698,0.0,69.676254,90.17318,100.0,100.0,100.0,61.22919,58.94412,63.820038,73.710815,73.49672,332.339,250.0,83.08475,143.89243,0.5774462,40.835358,1.8856604,41.001167,69.479034,6.1263433,6.4548254,10.919786,6.0246973,3.785557,3.4359956,5.942806,0.028230555,0.009450655,0.014932356,3.7577956,2.2970183,70.34557,71.72529,73.61612,75.88208,77.174416
14,--,250.0,2.31024,0.635079,0.828023,62.5652,2.75023,0.906232,73.8072,1.57162,0.425149,50.2715,1.45905,0.863461,1.8664776,346.95435,90.63427,127.32606,1.0,1.57185,341.28705,68.11753,111.84633,1.5364727,335.71536,82.8018,6.6864867,1.3573962,330.55066,100.00003,22.099947,1.9512715,323.4215,3157.4597,1.4590436,337.54312,3151.8127,6.686494,127.3262,0.3338871,0.028327795,0.054133534,0.58365154,0.12723006,0.74821526,0.12455467,0.0,0.84426534,0.0348292,0.12090549,0.0,0.17295228,0.64881164,0.17823611,0.0,86.39153,100.00007,100.0,100.0,100.00008,100.0,99.99999,76.96152,61.373585,71.56005,293.93665,250.0,73.48416,143.02771,0.5134897,60.530552,1.865018,56.898228,58.971554,4.810281,9.7590685,3.9777622,3.4649613,3.4693332,3.4189155,16.62333,0.0130870035,0.0033378322,0.006228136,2.7613442,1.9659522,61.647507,57.041782,59.811905,64.45773,68.31132
15,--,250.0,1.57836,0.658994,0.426775,63.6664,3.60737,0.815041,67.5855,1.95298,0.413852,66.8915,1.32777,0.831635,2.2922232,340.73273,81.513985,156.81711,1.0,1.953402,351.09235,62.9798,151.24484,1.699821,336.8164,42.677505,3.6849935,1.6241742,344.20187,99.999916,9.244978,1.7515017,340.0415,3077.208,1.327771,347.09387,3077.796,3.684993,156.81696,0.37426534,0.04464065,0.105300695,0.4757933,0.13882649,0.72059375,0.14057976,0.0,0.9070829,0.033699308,0.05921777,0.0,0.1894477,0.7106924,0.0998599,0.0,61.540916,83.453224,90.11189,100.0,100.0,59.674538,49.484104,64.3165,69.52911,66.49924,320.09784,250.0,80.02446,143.27278,0.55838054,44.2029,2.0548263,43.753536,60.793575,5.701096,4.8588614,8.227854,9.804488,3.0221672,2.6357803,6.726107,0.022008397,0.0047066724,0.011580531,3.604808,1.4283688,69.88837,71.90648,74.65402,76.85086,78.25507
16,--,250.0,3.30063,0.698114,0.361663,84.4422,1.8503,0.596178,77.4234,2.40899,0.451553,71.8483,1.50297,1.14771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,--,250.0,3.4919,0.716058,0.260211,70.0303,2.51055,0.811812,52.6935,1.11017,0.478151,61.1504,1.6582,1.10858,1.4418344,325.83957,81.19617,107.66894,1.0,1.1106863,343.71698,59.787292,104.8048,1.3710759,343.18036,26.021044,7.2695785,1.2307773,337.16824,100.000015,10.110974,2.171317,334.3004,3369.8093,1.6581955,342.3187,3365.5217,7.2695813,107.66822,0.75775003,0.03220145,0.19071575,0.019332804,0.11456833,0.7133921,0.17203955,0.0,0.9146666,0.026039802,0.059293613,0.0,0.19375454,0.726849,0.07939643,0.0,48.36016,70.17261,85.93249,94.99084,100.00001,68.708206,78.30596,79.681015,74.13303,65.0475,310.7267,250.0,77.68168,143.07509,0.5428502,62.095535,2.1768508,34.76854,80.195435,8.010882,3.9925556,6.0324965,9.348735,12.025849,8.726987,4.0225334,0.012774856,0.0036988012,0.0064984146,2.5146463,3.0347166,63.13205,66.24455,68.16807,69.64673,70.96086
18,--,250.0,2.48935,0.691832,0.997058,62.6391,3.13511,0.713596,63.3479,2.644,0.417047,66.4964,2.36046,0.850333,2.8474627,336.49728,71.36153,131.79,1.0,2.6440868,350.3972,75.21515,127.44993,2.3683913,335.78912,99.70572,7.3823414,2.2482746,342.81104,100.0,11.702952,2.7912717,339.6464,3091.926,2.3604608,346.41083,3092.1355,7.3823423,131.78984,0.6405868,0.034382753,0.10687509,0.21815538,0.13474712,0.7447728,0.12048007,0.0,0.8771686,0.02805197,0.09477945,0.0,0.19820206,0.7435334,0.058264554,0.0,81.7785,97.42489,100.0,100.00001,100.000015,50.17629,46.55932,55.557056,73.9895,76.93139,331.64908,250.0,82.91227,143.63652,0.577281,40.9628,2.1131449,39.44224,67.7954,6.6989136,8.5554695,13.28678,5.237749,3.3561058,3.0550656,5.480001,0.02992809,0.0072187223,0.015713088,3.1108246,2.5460393,68.475136,70.70076,72.841125,75.623764,77.35538
19,--,250.0,3.7245,0.746589,0.49699,52.8619,2.3147,0.278126,55.3742,1.64831,0.436112,61.6044,1.49175,1.29928,1.8540915,328.52292,27.814142,95.13679,1.0,1.6484104,344.80582,70.5323,93.01434,2.273144,326.01193,49.698956,7.283632,2.1416245,337.13364,99.99992,9.368963,1.9603595,334.7544,3184.7988,1.4917457,342.73834,3181.1094,7.283633,95.1362,0.8397665,0.028311621,0.108970165,0.022951726,0.11211524,0.7446369,0.14324784,0.0,0.94586587,0.023049783,0.031084346,0.0,0.20539841,0.77052975,0.024071854,0.0,57.286057,82.89702,98.12004,100.0,100.00001,54.563972,69.474174,83.402016,82.81177,73.04962,324.19537,250.0,81.04884,143.53362,0.56469494,55.97204,2.1890924,32.201252,83.86668,8.761978,4.842196,9.178792,13.8449135,8.693492,7.392536,3.2631006,0.01874862,0.0071516666,0.009435928,2.2986217,3.622769,63.46196,66.31046,68.75965,70.57723,71.733635
20,--,250.0,3.49553,0.646679,0.481423,82.7061,2.93602,0.597148,64.5659,2.94158,0.461935,81.0992,1.0829,1.26474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,--,250.0,3.36705,0.825115,0.391213,73.0014,2.32973,0.920322,84.3152,2.27043,0.415114,65.1734,2.97435,1.23199,2.4472735,357.4646,92.03442,109.892395,1.0,2.2704735,352.17685,77.89568,94.436676,2.9881885,346.15143,39.12127,7.303039,2.797225,345.484,99.99999,22.74154,3.397593,338.3234,3086.0535,2.974351,346.9161,3087.1367,7.30304,109.8924,0.5995924,0.012897505,0.08607875,0.3014314,0.11060003,0.7330985,0.15630145,0.0,0.939256,0.014292739,0.046451278,0.0,0.16587971,0.62227964,0.21184063,0.0,65.54435,89.86713,100.0,100.0,100.0001,100.000015,95.76473,78.614395,84.72915,79.335014,330.66776,250.0,82.66694,143.91617,0.57446337,43.773293,1.7762511,38.253147,73.706535,6.525842,6.2126856,11.590998,6.0616317,4.4715967,4.2785416,16.605906,0.027556565,0.009963913,0.012430366,2.3029442,3.6263108,74.1688,71.07466,75.320786,77.82526,79.11479
