Case,Case Label,Current,Anode Stoichiometry set,Mass  Fraction H2 anode set,Relative Humidity anode inlet set,Temperature anode inlet set,Cathode Stoichiometry set,Relative Humidity cathode inlet set,Temperature cathode inlet set,Pressure (Absolute) cathode outlet set,Volumetric Flow Rate coolant set,Temperature coolant inlet set,Pressure (Absolute) coolant outlet set,factor pressure difference anode2 cathode,Average Pressure (Outlet); Part Cathode_inlet,Average Temperature (Outlet); Part Cathode_inlet,Relative Humidity (Outlet); Part Cathode_inlet,Average Mass Flow Rate (Outlet); Part Cathode_inlet,Total Gaseous Mass Fraction Average (Outlet); Part Cathode_inlet,Average Pressure (Outlet); Part Cathode_outlet,Average Temperature (Outlet); Part Cathode_outlet,Relative Humidity (Outlet); Part Cathode_outlet,Average Mass Flow Rate (Outlet); Part Cathode_outlet,Average Pressure (Outlet); Part An_inlet-1,Average Temperature (Outlet); Part An_inlet-1,Relative Humidity (Outlet); Part An_inlet-1,Average Mass Flow Rate (Outlet); Part An_inlet-1,Average Pressure (Outlet); Part An_outlet,Average Temperature (Outlet); Part An_outlet,Relative Humidity (Outlet); Part An_outlet,Average Mass Flow Rate (Outlet); Part An_outlet,Average Pressure (Outlet); Part Coolant_inlet,Average Temperature (Outlet); Part Coolant_inlet,Average Mass Flow Rate (Outlet); Part Coolant_inlet,Average Pressure (Outlet); Part Coolant_outlet,Average Temperature (Outlet); Part Coolant_outlet,Average Mass Flow Rate (Outlet); Part Coolant_outlet,m_dot_an; Part Anode_lambda,m_dot_cath; Part Cathode_lambda,H2 Anode out; Part RLTCreator-1,N2 Anode out; Part RLTCreator-1,H2Ovap Anode out; Part RLTCreator-1,H2Oliq Anode out; Part RLTCreator-1,O2 Cathode out; Part RLTCreator-1,N2 Cathode out; Part RLTCreator-1,H2Ovap Cathode out; Part RLTCreator-1,H2Oliq Cathode out; Part RLTCreator-1,H2 Anode in; Part RLTCreator-1,N2 Anode in; Part RLTCreator-1,H2Ovap Anode in; Part RLTCreator-1,H2Oliq Anode in; Part RLTCreator-1,O2 Cathode in; Part RLTCreator-1,N2 Cathode in; Part RLTCreator-1,H2Ovap Cathode in; Part RLTCreator-1,H2Oliq Cathode in; Part RLTCreator-1,Output 1; Part Gain-2-1,Output 1; Part Gain-3-1,Output 1; Part Gain-4-1,Output 1; Part Gain-5-1,Output 1; Part Gain-6-1,Output 1; Part Gain-7-1,Output 1; Part Gain-8-1,Output 1; Part Gain-9-1,Output 1; Part Gain-10-1,Output 1; Part Gain-11-1,Voltage; Part SubAssemblyExternal-1,Current; Part SubAssemblyExternal-1,Electrical Power; Part SubAssemblyExternal-1,Fuel Power; Part SubAssemblyExternal-1,Fuel Efficiency; Part SubAssemblyExternal-1,Voltage Loss - Activation; Part SubAssemblyExternal-1,Voltage Loss - Transport; Part SubAssemblyExternal-1,Voltage Loss - Ohmic; Part SubAssemblyExternal-1,Membrane Humidity; Part SubAssemblyExternal-1,Membrane Water Content Average; Part SubAssemblyExternal-1,Water_Content_Vol_1; Part SubAssemblyExternal-1,Water_Content_Vol_2; Part SubAssemblyExternal-1,Water_Content_Vol_3; Part SubAssemblyExternal-1,Water_Content_Vol_4; Part SubAssemblyExternal-1,Water_Content_Vol_5; Part SubAssemblyExternal-1,Mass Rate of Water Crossover (Anode); Part SubAssemblyExternal-1,Mass Rate of Nitrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Hydrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Oxygen Crossover; Part SubAssemblyExternal-1,Cathode Stoichiometric Ratio; Part SubAssemblyExternal-1,Anode Stoichiometric Ratio; Part SubAssemblyExternal-1,T_degC_Vol_1; Part SubAssemblyExternal-1,T_degC_Vol_2; Part SubAssemblyExternal-1,T_degC_Vol_3; Part SubAssemblyExternal-1,T_degC_Vol_4; Part SubAssemblyExternal-1,T_degC_Vol_5; Part SubAssemblyExternal-1
372,--,400.0,3.32053,0.750719,0.529275,79.9573,2.00324,0.432142,50.4708,2.88708,0.4511,82.0213,2.6502,1.16505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373,--,400.0,1.82644,0.987792,0.261561,71.3744,3.02094,0.724499,51.2347,2.23001,0.438218,58.7749,1.72417,1.00669,2.635462,324.3811,72.46257,200.60599,1.0,2.2306995,346.97162,55.113678,192.18945,2.3667264,344.5245,26.155996,4.7947764,2.2449477,336.0227,99.99996,13.177559,2.4970603,331.9249,4352.748,1.7241676,342.2735,4350.141,4.7947807,200.60565,0.55929995,0.0016380113,0.06330059,0.37576145,0.1375232,0.7717904,0.09068638,0.0,0.9625621,8.540852E-4,0.036583804,0.0,0.20286822,0.761038,0.036093786,0.0,67.980736,100.0,100.0,100.000046,100.00002,48.30863,44.77792,45.64555,53.580532,58.579514,269.30554,400.0,107.72221,228.92946,0.4708687,54.509693,3.2425904,88.80455,56.17419,4.4325542,6.1679506,6.2970805,3.5001323,3.1487725,3.039022,10.283574,0.022945825,0.0060529592,0.009943895,3.0151775,1.8580085,60.54207,64.14865,67.1013,71.13028,74.18987
374,--,400.0,2.8716,0.795592,0.983631,70.7568,2.82328,0.640656,83.129,2.45197,0.444412,82.4532,2.52726,1.12656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
375,--,400.0,3.57648,0.615906,0.755676,72.5886,2.56825,0.718699,81.0904,1.21304,0.437165,66.5194,2.77668,1.10248,1.8945336,354.22064,71.927025,201.1993,1.0,1.217175,352.57217,58.133503,189.37918,1.7306241,345.7386,75.5676,19.699266,1.3383231,345.17184,100.00001,31.518623,3.498165,339.6694,4324.784,2.7766802,348.7896,4324.9536,19.699266,201.19925,0.581543,0.038457066,0.2114203,0.16857961,0.11206692,0.66671973,0.22121333,0.0,0.8114331,0.03633032,0.1522366,0.0,0.17090489,0.64113104,0.18796405,0.0,63.715267,77.10243,90.75338,100.00002,100.0,82.297165,77.28717,77.38038,74.11877,69.42261,290.2447,400.0,116.09787,228.78807,0.5074403,56.762764,3.4448016,56.771526,75.70571,6.83879,5.361434,7.436857,11.215633,5.999828,4.13495,13.699204,0.018572524,0.0050518466,0.008533245,2.7061687,3.154076,73.99452,74.62551,77.36989,79.29128,80.77185
376,--,400.0,2.81025,0.999273,0.614776,77.6445,3.5869,0.987615,82.0247,2.47826,0.480213,59.7569,2.93334,1.19916,3.0669105,355.16656,98.79391,266.14127,1.0,2.4795623,347.96814,86.229485,242.95374,3.2928636,350.79428,61.478035,11.892041,2.9723604,340.65912,99.99997,35.0744,3.7708323,332.9069,4644.754,2.9333363,344.95743,4641.7466,11.892024,266.14227,0.58412546,3.209496E-4,0.060731977,0.3548216,0.14034219,0.7263305,0.1333273,0.0,0.9195328,4.8029815E-5,0.08041917,0.0,0.17560384,0.65875864,0.16563752,0.0,90.22602,100.00006,100.00008,100.00004,100.00003,100.0,100.00001,100.0,100.0,93.45666,302.32532,400.0,120.93012,229.56622,0.526952,48.854088,3.0242045,62.8,71.89862,6.551853,13.612037,6.0995517,4.570682,4.2710238,4.1926756,25.017841,0.031559926,0.010700161,0.015196295,3.6327393,3.4452991,74.7579,70.90434,69.34894,69.480484,75.23686
377,--,400.0,2.00068,0.709164,0.761749,52.5468,1.85263,0.391698,73.2331,1.13808,0.451786,71.9623,1.76872,0.888153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
378,--,400.0,2.87752,0.8684,0.820481,59.7217,1.85559,0.945122,53.3547,1.94834,0.43853,72.1492,1.55595,0.848425,2.206572,326.50372,94.51683,125.28904,1.0,1.9485215,356.11047,65.19956,119.5816,1.860556,332.87167,82.04817,10.227309,1.6531026,349.2574,100.000015,15.945384,2.2613902,345.2992,4318.572,1.5559521,351.6442,4321.1265,10.227307,125.28917,0.69469786,0.012540859,0.22897616,0.06378513,0.08965941,0.7316888,0.1786518,0.0,0.9033317,0.009828263,0.086840026,0.0,0.1973381,0.7402924,0.062369525,0.0,51.358795,69.551765,85.757706,97.448975,100.000015,50.731716,69.543015,75.45836,73.10729,67.614296,299.81982,400.0,119.92793,228.95348,0.5240954,51.42129,4.2891245,52.1109,77.00134,7.467468,4.2520075,6.040744,9.425082,13.081412,4.480068,7.58417,0.028159238,0.0061713485,0.010593282,1.850186,2.5973227,73.05865,78.71567,81.05912,82.42855,83.212715
379,--,400.0,2.33344,0.766489,0.33255,71.2088,3.55343,0.513089,58.9136,1.47033,0.417285,69.9291,1.2473,0.873579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
380,--,400.0,2.23104,0.864119,0.314821,61.8258,2.24634,0.82774,70.9763,1.69719,0.448948,72.1499,2.29736,1.27105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
381,--,400.0,2.27511,0.964485,0.872384,69.3823,2.45746,0.266408,77.0123,1.89385,0.414537,74.9517,2.68208,0.919926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
382,--,400.0,3.42922,0.846394,0.939419,59.3734,2.37843,0.925066,81.208,2.24727,0.47353,81.9982,1.08853,0.931759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383,--,400.0,2.61078,0.894156,0.964243,82.8635,3.84905,0.80043,76.1123,2.7553,0.453571,66.1556,1.69133,1.08108,3.286967,349.25613,80.06331,268.34702,1.0,2.7564986,355.20636,62.42421,255.5492,3.326778,356.01367,96.423805,19.171377,2.9789703,344.8305,99.99999,31.936193,2.4475582,339.3056,4440.3975,1.6913294,349.6653,4439.784,19.171392,268.3465,0.6279082,0.007691636,0.08064739,0.28375283,0.14566499,0.73782885,0.11650613,0.0,0.8387246,0.007127968,0.15414743,0.0,0.18974417,0.71180457,0.09845126,0.0,100.00001,100.00002,100.00004,100.00004,100.00004,83.038155,73.8744,65.73515,62.03342,66.8761,302.42612,400.0,120.97044,229.6056,0.5273184,42.072197,3.2321367,67.75321,66.16355,5.625663,11.516051,4.946076,4.0065618,3.8301947,3.7930825,14.652428,0.03609302,0.010771554,0.0172351,3.8530774,3.5602498,72.23311,73.275345,75.62489,78.555016,82.5215
384,--,400.0,3.84505,0.607254,0.305647,84.5043,3.30439,0.600455,76.1546,2.56721,0.427486,66.7017,1.82911,1.15561,3.0163968,349.30035,60.056072,226.83235,1.0,2.5680082,352.08377,73.55275,218.58954,3.2766538,357.6543,30.564693,17.920628,2.9667838,344.6628,100.0,26.158777,2.5373673,339.8517,4256.6865,1.8291101,348.0218,4256.511,17.920628,226.83224,0.7601485,0.046259478,0.10194784,0.091644175,0.13626726,0.7336967,0.13003604,0.0,0.90503687,0.04202436,0.052938752,0.0,0.19349706,0.7258831,0.080619805,0.0,61.46153,88.048355,99.999954,100.000015,100.00008,69.924805,71.6579,85.42553,83.80832,78.13963,319.26785,400.0,127.70714,229.78387,0.5557739,46.014668,3.3439686,47.116066,83.292114,8.929309,6.011482,12.378617,14.167223,7.362446,4.7030015,10.09907,0.035410956,0.012013482,0.019175135,3.2958426,4.266424,71.84209,73.1368,75.35329,77.931496,79.325905
385,--,400.0,3.60621,0.733988,0.682828,75.0891,2.34469,0.30715,52.4649,1.81668,0.45184,74.9687,2.83534,1.04589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
386,--,400.0,2.38985,0.709383,0.542524,57.1377,2.38558,0.950832,65.6255,2.75678,0.431229,60.078,1.74991,1.2195,3.0049982,338.77423,95.08831,163.17296,1.0,2.7569237,349.4841,72.44113,149.90637,3.5568528,330.2878,54.25221,8.296608,3.3619258,338.77087,99.999985,21.502037,2.4959393,333.228,4300.3535,1.7499062,344.31155,4297.0522,8.296615,163.17255,0.60861695,0.029459838,0.052883275,0.30903995,0.11929963,0.77361757,0.1070828,0.0,0.9455736,0.027811794,0.026614603,0.0,0.19331539,0.72520155,0.08148305,0.0,77.30179,100.0,100.000015,100.000015,100.000015,84.24071,72.08776,65.86048,68.61123,74.51207,295.202,400.0,118.080795,229.53824,0.51444584,51.064636,3.4006386,68.3967,69.589584,5.893401,9.759088,7.356937,4.365436,4.0027504,3.974287,15.106733,0.031069804,0.010720201,0.013185248,2.3719814,2.5714507,64.83933,66.90194,69.688866,73.3385,76.43681
