Case,Case Label,Current,Anode Stoichiometry set,Mass  Fraction H2 anode set,Relative Humidity anode inlet set,Temperature anode inlet set,Cathode Stoichiometry set,Relative Humidity cathode inlet set,Temperature cathode inlet set,Pressure (Absolute) cathode outlet set,Volumetric Flow Rate coolant set,Temperature coolant inlet set,Pressure (Absolute) coolant outlet set,factor pressure difference anode2 cathode,Average Pressure (Outlet); Part Cathode_inlet,Average Temperature (Outlet); Part Cathode_inlet,Relative Humidity (Outlet); Part Cathode_inlet,Average Mass Flow Rate (Outlet); Part Cathode_inlet,Total Gaseous Mass Fraction Average (Outlet); Part Cathode_inlet,Average Pressure (Outlet); Part Cathode_outlet,Average Temperature (Outlet); Part Cathode_outlet,Relative Humidity (Outlet); Part Cathode_outlet,Average Mass Flow Rate (Outlet); Part Cathode_outlet,Average Pressure (Outlet); Part An_inlet-1,Average Temperature (Outlet); Part An_inlet-1,Relative Humidity (Outlet); Part An_inlet-1,Average Mass Flow Rate (Outlet); Part An_inlet-1,Average Pressure (Outlet); Part An_outlet,Average Temperature (Outlet); Part An_outlet,Relative Humidity (Outlet); Part An_outlet,Average Mass Flow Rate (Outlet); Part An_outlet,Average Pressure (Outlet); Part Coolant_inlet,Average Temperature (Outlet); Part Coolant_inlet,Average Mass Flow Rate (Outlet); Part Coolant_inlet,Average Pressure (Outlet); Part Coolant_outlet,Average Temperature (Outlet); Part Coolant_outlet,Average Mass Flow Rate (Outlet); Part Coolant_outlet,m_dot_an; Part Anode_lambda,m_dot_cath; Part Cathode_lambda,H2 Anode out; Part RLTCreator-1,N2 Anode out; Part RLTCreator-1,H2Ovap Anode out; Part RLTCreator-1,H2Oliq Anode out; Part RLTCreator-1,O2 Cathode out; Part RLTCreator-1,N2 Cathode out; Part RLTCreator-1,H2Ovap Cathode out; Part RLTCreator-1,H2Oliq Cathode out; Part RLTCreator-1,H2 Anode in; Part RLTCreator-1,N2 Anode in; Part RLTCreator-1,H2Ovap Anode in; Part RLTCreator-1,H2Oliq Anode in; Part RLTCreator-1,O2 Cathode in; Part RLTCreator-1,N2 Cathode in; Part RLTCreator-1,H2Ovap Cathode in; Part RLTCreator-1,H2Oliq Cathode in; Part RLTCreator-1,Output 1; Part Gain-2-1,Output 1; Part Gain-3-1,Output 1; Part Gain-4-1,Output 1; Part Gain-5-1,Output 1; Part Gain-6-1,Output 1; Part Gain-7-1,Output 1; Part Gain-8-1,Output 1; Part Gain-9-1,Output 1; Part Gain-10-1,Output 1; Part Gain-11-1,Voltage; Part SubAssemblyExternal-1,Current; Part SubAssemblyExternal-1,Electrical Power; Part SubAssemblyExternal-1,Fuel Power; Part SubAssemblyExternal-1,Fuel Efficiency; Part SubAssemblyExternal-1,Voltage Loss - Activation; Part SubAssemblyExternal-1,Voltage Loss - Transport; Part SubAssemblyExternal-1,Voltage Loss - Ohmic; Part SubAssemblyExternal-1,Membrane Humidity; Part SubAssemblyExternal-1,Membrane Water Content Average; Part SubAssemblyExternal-1,Water_Content_Vol_1; Part SubAssemblyExternal-1,Water_Content_Vol_2; Part SubAssemblyExternal-1,Water_Content_Vol_3; Part SubAssemblyExternal-1,Water_Content_Vol_4; Part SubAssemblyExternal-1,Water_Content_Vol_5; Part SubAssemblyExternal-1,Mass Rate of Water Crossover (Anode); Part SubAssemblyExternal-1,Mass Rate of Nitrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Hydrogen Crossover; Part SubAssemblyExternal-1,Mass Rate of Oxygen Crossover; Part SubAssemblyExternal-1,Cathode Stoichiometric Ratio; Part SubAssemblyExternal-1,Anode Stoichiometric Ratio; Part SubAssemblyExternal-1,T_degC_Vol_1; Part SubAssemblyExternal-1,T_degC_Vol_2; Part SubAssemblyExternal-1,T_degC_Vol_3; Part SubAssemblyExternal-1,T_degC_Vol_4; Part SubAssemblyExternal-1,T_degC_Vol_5; Part SubAssemblyExternal-1
10,--,150.0,3.2857,0.85309,0.985317,52.6329,1.91777,0.34823,74.1372,2.1445,0.445025,61.7222,1.53011,1.08631,2.2117424,347.28714,34.823082,48.27192,1.0,2.1445024,343.282,84.46262,44.34674,2.4115405,325.78293,98.53165,4.174787,2.3295891,337.32864,99.99995,8.090021,1.8482451,334.8722,2444.1714,1.530109,341.15213,2442.8342,4.174787,48.271893,0.7092063,0.013101016,0.08349022,0.1942025,0.09795304,0.7785257,0.12352126,0.0,0.93104404,0.011511188,0.057444792,0.0,0.19812965,0.74326175,0.058608577,0.0,83.15825,100.00001,100.0,100.0,100.0,51.052624,54.290127,61.48329,80.3328,84.97723,340.85123,150.0,51.127686,86.43562,0.591553,45.641903,1.2898576,28.337591,66.804405,5.96954,9.159489,9.42032,4.4821744,3.5680292,3.22155,4.6090236,0.020655897,0.0065177255,0.008862945,1.8930264,3.3610508,64.456085,65.395424,67.042366,68.87624,70.124374
11,--,150.0,1.94625,0.698739,0.804684,65.8578,3.42402,0.491443,78.724,2.97803,0.451215,61.7601,2.34815,0.833481,3.0793755,351.87375,49.14473,87.02977,1.0,2.9780397,344.97897,77.13979,81.87546,2.5477135,339.008,80.467834,3.333916,2.4821327,338.33517,99.999985,8.397175,2.666639,334.9101,2460.3765,2.3481479,342.6557,2458.0078,3.3339207,87.0296,0.4763951,0.030022867,0.057322815,0.4362592,0.14428279,0.76849383,0.087223366,0.0,0.89026505,0.027557554,0.08217741,0.0,0.19534363,0.7328103,0.07184607,0.0,93.46439,100.0,100.0,100.0,100.0,56.859573,42.13056,38.754147,55.77206,77.714615,348.37143,150.0,52.255714,86.51631,0.6042717,35.582687,1.0996192,32.51579,52.11641,5.114995,11.8218975,5.231025,3.0803964,2.7522852,2.6581168,5.805366,0.02618933,0.006519123,0.014190852,3.3790934,2.0459466,65.82044,66.17213,67.70056,69.54251,71.79642
12,--,150.0,2.18053,0.604285,0.352679,74.48,3.01025,0.840949,55.9177,1.14679,0.478983,63.7351,2.10758,1.15391,1.3766392,329.06607,84.10102,78.31719,1.0,1.1469535,344.73242,74.26954,79.19594,1.3583767,347.62997,35.267944,3.5154307,1.3232925,338.8311,83.76385,2.622326,2.436506,336.8851,2530.2583,2.1075828,342.88248,2527.9868,3.5154295,78.31676,0.75721586,0.07945927,0.16332486,0.0,0.118176244,0.665524,0.21629976,0.0,0.8614494,0.04050083,0.09804973,0.0,0.18929057,0.7101029,0.10060649,0.0,74.531494,89.91964,94.31331,91.29473,84.18331,72.27451,80.450134,85.86594,85.72073,78.38591,337.2219,150.0,50.583282,86.100685,0.5872346,52.50784,1.3312981,18.137154,87.10323,9.309483,6.614739,10.235836,11.558541,10.306796,8.081131,-0.19466493,0.012283599,0.0038948595,0.0075160977,2.994078,1.8080517,64.89137,67.06639,68.76379,70.36322,71.75881
13,--,150.0,2.17046,0.767471,0.543694,59.7068,3.78736,0.636305,70.6502,2.43797,0.470014,67.5461,2.15611,1.19737,2.5898285,343.80002,63.63102,96.78094,1.0,2.4380052,346.93265,98.395836,95.64701,2.9613943,332.85678,54.36942,2.7422712,2.9191518,343.02084,99.99999,3.8666954,2.4705298,340.6961,2500.7341,2.1561105,344.43805,2501.544,2.7422707,96.781,0.7541262,0.030778069,0.09330922,0.121786535,0.13847885,0.710903,0.14750384,0.003114321,0.9433517,0.020520229,0.036128074,0.0,0.193871,0.7272859,0.078843065,0.0,94.61982,99.53089,99.98475,94.713844,100.0,61.36652,79.510216,94.773544,100.00002,100.000015,363.83496,150.0,54.57524,87.20691,0.6258322,35.699238,1.3762388,15.896841,89.48644,11.404912,13.621869,14.013012,14.016783,11.682942,3.6919425,1.8020626,0.02915826,0.011563642,0.019852392,3.7098765,2.268981,69.51485,70.54377,71.60148,73.29438,73.85616
14,--,150.0,2.31024,0.635079,0.828023,62.5652,2.75023,0.906232,73.8072,1.57162,0.425149,50.2715,1.45905,0.863461,1.722037,346.95648,90.625725,76.39588,1.0,1.5716476,337.71906,74.808624,65.804085,1.4612969,335.71536,82.80186,4.0118923,1.3570904,329.60104,100.0,14.547307,1.7967436,323.4215,2407.8862,1.459045,335.58383,2403.2107,4.011896,76.39572,0.29948002,0.026301855,0.04628098,0.62793714,0.12748374,0.75577575,0.116740495,0.0,0.838285,0.03458249,0.12713248,0.0,0.16980466,0.63700366,0.19319169,0.0,89.763054,100.00001,100.00006,100.0,100.000046,100.0,88.84187,57.29182,55.13892,76.4483,320.48596,150.0,48.072895,85.96395,0.5592096,55.590107,1.0042782,37.136047,54.369415,4.708415,10.29748,3.8127027,3.1011457,3.1399026,3.22815,11.268419,0.011270047,0.0029864938,0.0056776702,2.7228856,1.9097389,58.69997,54.96595,59.50793,61.842934,64.56142
15,--,150.0,1.57836,0.658994,0.426775,63.6664,3.60737,0.815041,67.5855,1.95298,0.413852,66.8915,1.32777,0.831635,2.125761,340.735,81.50592,94.09024,1.0,1.9530345,348.59525,69.76855,90.167435,1.669989,336.8164,42.67748,2.2109957,1.6241678,343.45694,100.000015,6.116761,1.6131508,340.0415,2354.7031,1.3277707,344.67844,2356.209,2.210996,94.09018,0.34377307,0.042204116,0.093202665,0.52082014,0.13847917,0.72106993,0.14045091,0.0,0.9060631,0.033661418,0.060275514,0.0,0.18780196,0.70451856,0.10767948,0.0,69.92492,83.35615,78.37089,100.0,100.0,59.650513,46.31578,62.26155,72.16407,71.328964,342.42502,150.0,51.363754,86.20165,0.59585744,38.152695,1.099083,29.250055,58.34105,5.1507673,5.7524166,7.9827404,6.535283,2.8868918,2.6019785,4.6077795,0.019351168,0.004372444,0.010407052,3.5745788,1.4182625,69.48893,71.21178,72.76872,74.394554,75.56364
16,--,150.0,3.30063,0.698114,0.361663,84.4422,1.8503,0.596178,77.4234,2.40899,0.451553,71.8483,1.50297,1.14771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,--,150.0,3.4919,0.716058,0.260211,70.0303,2.51055,0.811812,52.6935,1.11017,0.478151,61.1504,1.6582,1.10858,1.292505,325.84247,81.18626,64.60126,1.0,1.1102419,342.45062,67.801636,63.094997,1.312097,343.18045,26.020992,4.361745,1.2306794,335.26566,100.00001,5.8668265,1.9954007,334.3004,2532.076,1.6581959,341.58163,2528.1526,4.3617487,64.60093,0.7737301,0.033433672,0.17142168,0.02141457,0.11488097,0.70388526,0.1812338,0.0,0.9119861,0.02596349,0.062050376,0.0,0.1918528,0.7197148,0.08843237,0.0,59.157852,82.20385,95.20137,98.71235,93.152664,77.5326,88.00781,90.06778,83.66798,70.63017,331.09604,150.0,49.66441,86.0373,0.5771975,56.605373,1.2967935,20.909906,81.95125,8.491391,4.653235,8.325781,12.262753,13.334171,10.705873,2.1996999,0.011183374,0.0035424526,0.0061186347,2.4921017,2.9457808,62.5324,64.72349,66.43982,67.9943,69.37431
18,--,150.0,2.48935,0.691832,0.997058,62.6391,3.13511,0.713596,63.3479,2.644,0.417047,66.4964,2.36046,0.850333,2.7480445,336.49036,71.37841,79.08189,1.0,2.6440027,347.48264,80.15055,76.28189,2.3204598,335.78525,99.71923,4.4294844,2.2482781,341.96295,99.99995,7.7013597,2.6508598,339.6464,2363.6611,2.3604589,344.85327,2363.584,4.429405,79.073906,0.6235317,0.03405486,0.09988085,0.24253258,0.13455693,0.7462316,0.11921145,0.0,0.87527746,0.027991492,0.096731074,0.0,0.19774513,0.74181926,0.06043563,0.0,87.97244,100.0,100.00001,100.00001,100.00001,53.369354,47.83768,49.517117,57.160465,78.18459,353.60843,150.0,53.041264,86.56832,0.61068535,34.808414,1.1414751,25.531872,66.5211,6.6275053,9.813045,4.2616067,3.3318193,3.182759,3.1791089,3.6346693,0.027593674,0.006830092,0.015164651,3.0957775,2.5154924,68.10607,69.83523,71.31909,72.97347,74.36488
19,--,150.0,3.7245,0.746589,0.49699,52.8619,2.3147,0.278126,55.3742,1.64831,0.436112,61.6044,1.49175,1.29928,1.7585822,328.52597,27.811008,57.0803,1.0,1.6483241,342.48,78.42302,55.783726,2.2184234,326.0114,49.699932,4.3702006,2.1415825,334.90253,99.99999,5.683604,1.8074669,334.7544,2420.9292,1.4917471,341.4485,2417.8635,4.37018,57.08172,0.81487554,0.027604857,0.09744676,0.060072813,0.10981786,0.74713254,0.14304958,0.0,0.94514817,0.023032295,0.03181953,0.0,0.20512497,0.76950395,0.025371062,0.0,67.82095,90.17631,94.691086,100.0,100.0,44.26061,64.96544,82.873344,87.722176,77.45449,342.82645,150.0,51.423965,86.4587,0.5948738,50.061237,1.3530271,20.968153,82.179276,8.67412,5.8989444,11.017696,11.894784,8.056538,4.0911007,1.9739249,0.016755067,0.0067019244,0.008928105,2.2779605,3.6188724,62.77086,64.75751,66.47787,68.09363,69.28029
20,--,150.0,3.49553,0.646679,0.481423,82.7061,2.93602,0.597148,64.5659,2.94158,0.461935,81.0992,1.0829,1.26474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,--,150.0,3.36705,0.825115,0.391213,73.0014,2.32973,0.920322,84.3152,2.27043,0.415114,65.1734,2.97435,1.23199,2.3601773,357.46527,92.03211,65.935326,1.0,2.2704353,349.6061,82.043304,55.81747,2.906886,346.15143,39.121254,4.381823,2.797158,344.64728,99.999985,14.471101,3.2589145,338.3234,2360.5608,2.9743512,344.4384,2362.4062,4.381824,65.93544,0.57909346,0.012720845,0.07979191,0.32839382,0.11075811,0.74115896,0.1480829,1.7213856E-14,0.93797636,0.014273267,0.047750376,0.0,0.16423479,0.6161089,0.21965633,0.0,75.999405,93.70198,100.0,100.00001,100.00004,100.00002,77.38407,73.88705,88.05611,82.58416,353.09363,150.0,52.964043,86.834656,0.61003417,37.383965,0.9433784,23.771324,73.322334,6.6917715,7.4108505,12.182388,5.741425,3.9917905,4.0973043,10.789755,0.025596526,0.009421017,0.012225085,2.2746556,3.5810714,71.449196,71.78487,73.77873,75.43153,76.48867
